Country Code,Year,Size,Value,Unit,Main Activity Sector Name,Main Activity Code,Country,ETS information,Active Installation,Entities
FR,,All sizes,131569492.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,France,2.1 EU-ETS Verified Emission,all entities,
FR,,All sizes,137839655.0,units,24  Production of pig iron or steel,24,France,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
FR,,All sizes,2592025.0,units,25 Production or processing of ferrous metals,25,France,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,
FR,,All sizes,2890117.0,units,25 Production or processing of ferrous metals,25,France,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
FR,,All sizes,3936479.0,units,28 Production or processing of non-ferrous metals,28,France,1.1 Freely allocated allowances,all entities,
FR,,All sizes,51462668.0,units,24  Production of pig iron or steel,24,France,4. Total surrendered units,all entities,
FR,2010.0,All sizes,268296.0,units,25 Production or processing of ferrous metals,25,France,4. Total surrendered units,all entities,7.0
FR,2010.0,All sizes,26074491.0,units,24  Production of pig iron or steel,24,France,1.1 Freely allocated allowances,all entities,20.0
FR,2011.0,All sizes,267025.0,units,25 Production or processing of ferrous metals,25,France,4.2 Surrendered certified emission reductions (CERs),all entities,7.0
FR,2011.0,All sizes,1767167.0,units,24  Production of pig iron or steel,24,France,4.3 Surrendered emission reduction units (ERUs),all entities,20.0
GB,2019.0,All sizes,407667.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),2. Verified emissions,all entities,16.0
GB,2019.0,All sizes,6399109.0,units,24  Production of pig iron or steel,24,United Kingdom (excl. NI),1. Total allocated allowances (EUA or EUAA),all entities,5.0
FR,,All sizes,131569494.0,units,24  Production of pig iron or steel,24,France,4. Total surrendered units,all entities,
FR,,All sizes,2865153.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,France,2.1 EU-ETS Verified Emission,all entities,
FR,,All sizes,2890117.0,units,25 Production or processing of ferrous metals,25,France,1. Total allocated allowances (EUA or EUAA),all entities,
FR,,All sizes,3232769.0,units,28 Production or processing of non-ferrous metals,28,France,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,
FR,,All sizes,72127514.0,units,24  Production of pig iron or steel,24,France,1. Total allocated allowances (EUA or EUAA),all entities,
GB,2005.0,All sizes,6372976.0,units,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,4.0
GB,2005.0,All sizes,6432783.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),2. Verified emissions,all entities,4.0
GB,2006.0,All sizes,6287053.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),2.1 EU-ETS Verified Emission,all entities,4.0
GB,2006.0,All sizes,7098902.0,tonne of CO2 equ.,22  Production of coke,22,United Kingdom (excl. NI),2. Verified emissions,all entities,2.0
GB,2007.0,All sizes,6264359.0,units,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),4. Total surrendered units,all entities,4.0
GB,2007.0,All sizes,6372976.0,units,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),1.1 Freely allocated allowances,all entities,4.0
FI,2019.0,All sizes,70583.0,units,25 Production or processing of ferrous metals,25,Finland,4. Total surrendered units,all entities,1.0
FI,2019.0,All sizes,115855.0,units,24  Production of pig iron or steel,24,Finland,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),all entities,3.0
FI,2020.0,All sizes,9378.0,units,23 Metal ore roasting or sintering,23,Finland,4. Total surrendered units,all entities,1.0
FI,2020.0,All sizes,83558.0,units,25 Production or processing of ferrous metals,25,Finland,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,1.0
FI,2020.0,All sizes,84926.0,units,28 Production or processing of non-ferrous metals,28,Finland,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,1.0
FR,2012.0,All sizes,1127262.0,units,24  Production of pig iron or steel,24,France,4.2 Surrendered certified emission reductions (CERs),all entities,20.0
GB,2005.0,All sizes,6432783.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),2.1 EU-ETS Verified Emission,all entities,4.0
GB,2005.0,All sizes,6958120.0,units,22  Production of coke,22,United Kingdom (excl. NI),1.1 Freely allocated allowances,all entities,2.0
GB,2006.0,All sizes,6662040.0,units,24  Production of pig iron or steel,24,United Kingdom (excl. NI),1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,8.0
GB,2006.0,All sizes,6958120.0,units,22  Production of coke,22,United Kingdom (excl. NI),1. Total allocated allowances (EUA or EUAA),all entities,2.0
GB,2006.0,All sizes,7098902.0,tonne of CO2 equ.,22  Production of coke,22,United Kingdom (excl. NI),2.1 EU-ETS Verified Emission,all entities,2.0
GB,2007.0,All sizes,6264359.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),2. Verified emissions,all entities,4.0
GB,2007.0,All sizes,7217367.0,tonne of CO2 equ.,22  Production of coke,22,United Kingdom (excl. NI),2.1 EU-ETS Verified Emission,all entities,2.0
FR,2017.0,All sizes,845585.0,units,25 Production or processing of ferrous metals,25,France,1. Total allocated allowances (EUA or EUAA),all entities,18.0
FR,2017.0,All sizes,882394.0,units,25 Production or processing of ferrous metals,25,France,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,18.0
FR,2017.0,All sizes,16878471.0,units,24  Production of pig iron or steel,24,France,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,23.0
FR,2017.0,All sizes,16878972.0,units,24  Production of pig iron or steel,24,France,1.1 Freely allocated allowances,all entities,23.0
FR,2017.0,All sizes,17416205.0,units,24  Production of pig iron or steel,24,France,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,23.0
FI,2015.0,All sizes,4407655.0,units,24  Production of pig iron or steel,24,Finland,1.1 Freely allocated allowances,all entities,3.0
FI,2015.0,All sizes,4703761.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,Finland,2. Verified emissions,all entities,3.0
FI,2016.0,All sizes,86814.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,Finland,2. Verified emissions,all entities,1.0
FI,2017.0,All sizes,57646.0,units,23 Metal ore roasting or sintering,23,Finland,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,1.0
FI,2021.0,All sizes,8984.0,units,23 Metal ore roasting or sintering,23,Finland,4. Total surrendered units,all entities,1.0
FI,2021.0,All sizes,66813.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,Finland,2. Verified emissions,all entities,1.0
FI,2021.0,All sizes,79283.0,units,25 Production or processing of ferrous metals,25,Finland,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,1.0
FI,2021.0,All sizes,4063786.0,units,24  Production of pig iron or steel,24,Finland,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,3.0
FI,2022.0,All sizes,6669.0,units,23 Metal ore roasting or sintering,23,Finland,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,1.0
FI,2022.0,All sizes,65091.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,Finland,2. Verified emissions,all entities,1.0
FI,2022.0,All sizes,4300088.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,Finland,2.1 EU-ETS Verified Emission,all entities,3.0
GB,2020.0,All sizes,464724.0,units,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),1.1 Freely allocated allowances,all entities,16.0
GB,2020.0,All sizes,5068001.0,units,22  Production of coke,22,United Kingdom (excl. NI),1.1 Freely allocated allowances,all entities,2.0
GB,,All sizes,18984195.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),2. Verified emissions,all entities,
GB,,All sizes,20623968.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,United Kingdom (excl. NI),2. Verified emissions,all entities,
FR,2013.0,All sizes,891140.0,units,25 Production or processing of ferrous metals,25,France,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,18.0
FR,2013.0,All sizes,925658.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,France,2. Verified emissions,all entities,18.0
FR,2013.0,All sizes,935339.0,units,25 Production or processing of ferrous metals,25,France,1. Total allocated allowances (EUA or EUAA),all entities,18.0
FR,2013.0,All sizes,1101553.0,units,28 Production or processing of non-ferrous metals,28,France,1. Total allocated allowances (EUA or EUAA),all entities,12.0
FR,2014.0,All sizes,972949.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,France,2. Verified emissions,all entities,18.0
FR,2014.0,All sizes,1113842.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,France,2. Verified emissions,all entities,12.0
GB,2007.0,All sizes,7381100.0,units,24  Production of pig iron or steel,24,United Kingdom (excl. NI),4. Total surrendered units,all entities,10.0
GB,2008.0,All sizes,633367.0,units,24  Production of pig iron or steel,24,United Kingdom (excl. NI),4.2 Surrendered certified emission reductions (CERs),all entities,10.0
GB,2008.0,All sizes,666500.0,units,22  Production of coke,22,United Kingdom (excl. NI),4.2 Surrendered certified emission reductions (CERs),all entities,2.0
GB,2008.0,All sizes,6928270.0,tonne of CO2 equ.,22  Production of coke,22,United Kingdom (excl. NI),2. Verified emissions,all entities,2.0
GB,2008.0,All sizes,6928270.0,tonne of CO2 equ.,22  Production of coke,22,United Kingdom (excl. NI),2.1 EU-ETS Verified Emission,all entities,2.0
GB,2008.0,All sizes,7163204.0,units,24  Production of pig iron or steel,24,United Kingdom (excl. NI),4. Total surrendered units,all entities,10.0
GB,2008.0,All sizes,8265680.0,units,24  Production of pig iron or steel,24,United Kingdom (excl. NI),1.1 Freely allocated allowances,all entities,10.0
FI,2018.0,All sizes,7282.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,Finland,2. Verified emissions,all entities,1.0
FI,2018.0,All sizes,55511.0,units,23 Metal ore roasting or sintering,23,Finland,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,1.0
FI,2018.0,All sizes,95265.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,Finland,2. Verified emissions,all entities,1.0
FI,2018.0,All sizes,4155393.0,units,24  Production of pig iron or steel,24,Finland,1. Total allocated allowances (EUA or EUAA),all entities,3.0
FI,2019.0,All sizes,95763.0,units,28 Production or processing of non-ferrous metals,28,Finland,1. Total allocated allowances (EUA or EUAA),all entities,1.0
FI,2023.0,All sizes,48462.0,units,23 Metal ore roasting or sintering,23,Finland,1. Total allocated allowances (EUA or EUAA),all entities,1.0
FI,2023.0,All sizes,58735.0,units,25 Production or processing of ferrous metals,25,Finland,1.1 Freely allocated allowances,all entities,1.0
FI,2023.0,All sizes,71614.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,Finland,2.1 EU-ETS Verified Emission,all entities,1.0
FI,2023.0,All sizes,4058769.0,units,24  Production of pig iron or steel,24,Finland,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,3.0
FI,2023.0,All sizes,4408290.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,Finland,2. Verified emissions,all entities,3.0
FI,2024.0,All sizes,48462.0,units,23 Metal ore roasting or sintering,23,Finland,1. Total allocated allowances (EUA or EUAA),all entities,1.0
FI,2024.0,All sizes,58735.0,units,25 Production or processing of ferrous metals,25,Finland,1.1 Freely allocated allowances,all entities,1.0
FR,2018.0,All sizes,792330.0,units,25 Production or processing of ferrous metals,25,France,1. Total allocated allowances (EUA or EUAA),all entities,19.0
FR,2018.0,All sizes,1253105.0,units,28 Production or processing of non-ferrous metals,28,France,4. Total surrendered units,all entities,12.0
FR,2019.0,All sizes,773850.0,units,25 Production or processing of ferrous metals,25,France,1.1 Freely allocated allowances,all entities,19.0
FR,2019.0,All sizes,898096.0,units,25 Production or processing of ferrous metals,25,France,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,19.0
FR,2019.0,All sizes,1094675.0,units,28 Production or processing of non-ferrous metals,28,France,4. Total surrendered units,all entities,12.0
FR,2019.0,All sizes,16459943.0,units,24  Production of pig iron or steel,24,France,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,23.0
GB,2009.0,All sizes,5103512.0,units,22  Production of coke,22,United Kingdom (excl. NI),4. Total surrendered units,all entities,2.0
GB,2009.0,All sizes,5453421.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,United Kingdom (excl. NI),2.1 EU-ETS Verified Emission,all entities,10.0
GB,2009.0,All sizes,5462554.0,units,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),4. Total surrendered units,all entities,4.0
GB,2009.0,All sizes,7017273.0,units,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),1. Total allocated allowances (EUA or EUAA),all entities,4.0
GB,2009.0,All sizes,8265630.0,units,24  Production of pig iron or steel,24,United Kingdom (excl. NI),1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,10.0
GB,2009.0,All sizes,8385121.0,units,22  Production of coke,22,United Kingdom (excl. NI),1. Total allocated allowances (EUA or EUAA),all entities,2.0
GB,2010.0,All sizes,23489.0,units,24  Production of pig iron or steel,24,United Kingdom (excl. NI),4.2 Surrendered certified emission reductions (CERs),all entities,10.0
GB,2010.0,All sizes,50000.0,units,24  Production of pig iron or steel,24,United Kingdom (excl. NI),4.3 Surrendered emission reduction units (ERUs),all entities,10.0
GB,2010.0,All sizes,1241471.0,units,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),4. Total surrendered units,all entities,4.0
GB,2010.0,All sizes,8234869.0,units,24  Production of pig iron or steel,24,United Kingdom (excl. NI),1.1 Freely allocated allowances,all entities,10.0
FI,2020.0,All sizes,51330.0,units,23 Metal ore roasting or sintering,23,Finland,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,1.0
FI,2020.0,All sizes,84926.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,Finland,2.1 EU-ETS Verified Emission,all entities,1.0
FI,2020.0,All sizes,93284.0,units,28 Production or processing of non-ferrous metals,28,Finland,1. Total allocated allowances (EUA or EUAA),all entities,1.0
FI,2021.0,All sizes,5012511.0,units,24  Production of pig iron or steel,24,Finland,4. Total surrendered units,all entities,3.0
FI,2025.0,All sizes,4058451.0,units,24  Production of pig iron or steel,24,Finland,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
FI,,All sizes,39462.0,units,25 Production or processing of ferrous metals,25,Finland,1.1 Freely allocated allowances,all entities,
FI,,All sizes,18913514.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,Finland,2.1 EU-ETS Verified Emission,all entities,
GB,2008.0,All sizes,6278414.0,units,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),4. Total surrendered units,all entities,4.0
GB,2008.0,All sizes,6278600.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),2. Verified emissions,all entities,4.0
GB,2008.0,All sizes,8385121.0,units,22  Production of coke,22,United Kingdom (excl. NI),1. Total allocated allowances (EUA or EUAA),all entities,2.0
GB,,All sizes,1000440.0,units,22  Production of coke,22,United Kingdom (excl. NI),4.3 Surrendered emission reduction units (ERUs),all entities,
GB,,All sizes,1040483.0,units,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),4.2 Surrendered certified emission reductions (CERs),all entities,
GB,,All sizes,29447234.0,units,22  Production of coke,22,United Kingdom (excl. NI),4. Total surrendered units,all entities,
GB,,All sizes,4046311.0,units,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),1.1 Freely allocated allowances,all entities,
FR,2015.0,All sizes,953540.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,France,2.1 EU-ETS Verified Emission,all entities,18.0
FR,2015.0,All sizes,1044508.0,units,28 Production or processing of non-ferrous metals,28,France,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,12.0
FR,2015.0,All sizes,16643487.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,France,2.1 EU-ETS Verified Emission,all entities,23.0
FR,2017.0,All sizes,36556.0,units,28 Production or processing of non-ferrous metals,28,France,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),all entities,12.0
FR,2020.0,All sizes,702087.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,France,2.1 EU-ETS Verified Emission,all entities,19.0
FR,2021.0,All sizes,846759.0,units,28 Production or processing of non-ferrous metals,28,France,1. Total allocated allowances (EUA or EUAA),all entities,12.0
FI,2022.0,All sizes,6669.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,Finland,2.1 EU-ETS Verified Emission,all entities,1.0
FI,2022.0,All sizes,61892.0,units,25 Production or processing of ferrous metals,25,Finland,1.1 Freely allocated allowances,all entities,1.0
FI,2022.0,All sizes,4300088.0,units,24  Production of pig iron or steel,24,Finland,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,3.0
FI,2023.0,All sizes,7969.0,units,23 Metal ore roasting or sintering,23,Finland,4. Total surrendered units,all entities,1.0
FI,2023.0,All sizes,42767.0,units,28 Production or processing of non-ferrous metals,28,Finland,1. Total allocated allowances (EUA or EUAA),all entities,1.0
FI,2023.0,All sizes,58735.0,units,25 Production or processing of ferrous metals,25,Finland,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,1.0
GB,2011.0,All sizes,100000.0,units,24  Production of pig iron or steel,24,United Kingdom (excl. NI),4.3 Surrendered emission reduction units (ERUs),all entities,10.0
GB,2011.0,All sizes,7017273.0,units,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,4.0
GB,2011.0,All sizes,8385121.0,units,22  Production of coke,22,United Kingdom (excl. NI),1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,2.0
GB,2012.0,All sizes,5351085.0,tonne of CO2 equ.,22  Production of coke,22,United Kingdom (excl. NI),2.1 EU-ETS Verified Emission,all entities,2.0
GB,2012.0,All sizes,7017273.0,units,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,4.0
FI,,All sizes,3387289.0,units,24  Production of pig iron or steel,24,Finland,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,
FI,,All sizes,25686235.0,units,24  Production of pig iron or steel,24,Finland,4. Total surrendered units,all entities,
FI,,All sizes,34003705.0,units,24  Production of pig iron or steel,24,Finland,1.1 Freely allocated allowances,all entities,
FI,,All sizes,65291.0,units,23 Metal ore roasting or sintering,23,Finland,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,
FI,,All sizes,470394.0,units,23 Metal ore roasting or sintering,23,Finland,1.1 Freely allocated allowances,all entities,
FI,,All sizes,625938.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,Finland,2. Verified emissions,all entities,
FI,,All sizes,36230010.0,units,24  Production of pig iron or steel,24,Finland,4. Total surrendered units,all entities,
GB,2009.0,All sizes,5453421.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,United Kingdom (excl. NI),2. Verified emissions,all entities,10.0
GB,2009.0,All sizes,8385121.0,units,22  Production of coke,22,United Kingdom (excl. NI),1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,2.0
GB,2010.0,All sizes,7017273.0,units,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,4.0
GB,2010.0,All sizes,8385121.0,units,22  Production of coke,22,United Kingdom (excl. NI),1. Total allocated allowances (EUA or EUAA),all entities,2.0
GB,2013.0,All sizes,5576409.0,tonne of CO2 equ.,22  Production of coke,22,United Kingdom (excl. NI),2.1 EU-ETS Verified Emission,all entities,2.0
GB,2013.0,All sizes,12092499.0,units,24  Production of pig iron or steel,24,United Kingdom (excl. NI),1.1 Freely allocated allowances,all entities,6.0
GB,2014.0,All sizes,739842.0,units,24  Production of pig iron or steel,24,United Kingdom (excl. NI),1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),all entities,5.0
FR,2017.0,All sizes,961097.0,units,28 Production or processing of non-ferrous metals,28,France,1.1 Freely allocated allowances,all entities,12.0
FR,2017.0,All sizes,17416205.0,units,24  Production of pig iron or steel,24,France,4. Total surrendered units,all entities,23.0
FR,2018.0,All sizes,2941.0,units,24  Production of pig iron or steel,24,France,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),all entities,23.0
FR,2022.0,All sizes,15514282.0,units,24  Production of pig iron or steel,24,France,1. Total allocated allowances (EUA or EUAA),all entities,21.0
FR,2022.0,All sizes,15514282.0,units,24  Production of pig iron or steel,24,France,1.1 Freely allocated allowances,all entities,21.0
FR,2023.0,All sizes,666854.0,units,25 Production or processing of ferrous metals,25,France,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,18.0
FR,2023.0,All sizes,686964.0,units,25 Production or processing of ferrous metals,25,France,4. Total surrendered units,all entities,18.0
FR,2023.0,All sizes,746587.0,units,28 Production or processing of non-ferrous metals,28,France,4. Total surrendered units,all entities,12.0
FR,2023.0,All sizes,849043.0,units,28 Production or processing of non-ferrous metals,28,France,1.1 Freely allocated allowances,all entities,12.0
GB,2014.0,All sizes,14281742.0,units,24  Production of pig iron or steel,24,United Kingdom (excl. NI),4. Total surrendered units,all entities,5.0
GB,2015.0,All sizes,517520.0,units,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),1. Total allocated allowances (EUA or EUAA),all entities,16.0
GB,2015.0,All sizes,6342870.0,units,22  Production of coke,22,United Kingdom (excl. NI),1.1 Freely allocated allowances,all entities,2.0
GB,2011.0,All sizes,6152214.0,units,22  Production of coke,22,United Kingdom (excl. NI),4. Total surrendered units,all entities,2.0
GB,2011.0,All sizes,7017273.0,units,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),1. Total allocated allowances (EUA or EUAA),all entities,4.0
GB,2011.0,All sizes,7311752.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,United Kingdom (excl. NI),2. Verified emissions,all entities,10.0
GB,2011.0,All sizes,8234869.0,units,24  Production of pig iron or steel,24,United Kingdom (excl. NI),1.1 Freely allocated allowances,all entities,10.0
GB,2012.0,All sizes,7017273.0,units,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),1. Total allocated allowances (EUA or EUAA),all entities,4.0
GB,2012.0,All sizes,9261565.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,United Kingdom (excl. NI),2. Verified emissions,all entities,10.0
GB,,All sizes,47497941.0,units,22  Production of coke,22,United Kingdom (excl. NI),1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
GR,2005.0,All sizes,385807.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,Greece,2.1 EU-ETS Verified Emission,all entities,5.0
GR,2005.0,All sizes,894013.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,Greece,2.1 EU-ETS Verified Emission,all entities,2.0
GR,2006.0,All sizes,664210.0,units,24  Production of pig iron or steel,24,Greece,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,5.0
FI,,All sizes,242310.0,units,23 Metal ore roasting or sintering,23,Finland,1. Total allocated allowances (EUA or EUAA),all entities,
FI,,All sizes,275117.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,Finland,2.1 EU-ETS Verified Emission,all entities,
FR,2005.0,All sizes,26400020.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,France,2.1 EU-ETS Verified Emission,all entities,22.0
FR,2005.0,All sizes,28379396.0,units,24  Production of pig iron or steel,24,France,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,22.0
FR,2006.0,All sizes,395268.0,units,25 Production or processing of ferrous metals,25,France,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,8.0
FR,2024.0,All sizes,222007.0,units,25 Production or processing of ferrous metals,25,France,4. Total surrendered units,all entities,18.0
FR,2024.0,All sizes,537835.0,units,25 Production or processing of ferrous metals,25,France,1. Total allocated allowances (EUA or EUAA),all entities,18.0
FR,2025.0,All sizes,476246.0,units,25 Production or processing of ferrous metals,25,France,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
FR,,All sizes,1105969.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,France,2. Verified emissions,all entities,
FR,,All sizes,1185803.0,units,25 Production or processing of ferrous metals,25,France,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
GR,2007.0,All sizes,664210.0,units,24  Production of pig iron or steel,24,Greece,1. Total allocated allowances (EUA or EUAA),all entities,5.0
GR,2007.0,All sizes,901903.0,units,25 Production or processing of ferrous metals,25,Greece,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,2.0
GR,2007.0,All sizes,921115.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,Greece,2.1 EU-ETS Verified Emission,all entities,2.0
GR,2009.0,All sizes,78000.0,units,25 Production or processing of ferrous metals,25,Greece,4.2 Surrendered certified emission reductions (CERs),all entities,2.0
GR,2009.0,All sizes,836958.0,units,25 Production or processing of ferrous metals,25,Greece,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,2.0
GB,2013.0,All sizes,585600.0,units,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),1. Total allocated allowances (EUA or EUAA),all entities,17.0
GB,2013.0,All sizes,585600.0,units,25 Production or processing of ferrous metals,25,United Kingdom (excl. NI),1.1 Freely allocated allowances,all entities,17.0
GB,2013.0,All sizes,6628596.0,units,22  Production of coke,22,United Kingdom (excl. NI),1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,2.0
FR,2018.0,All sizes,788919.0,units,25 Production or processing of ferrous metals,25,France,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,19.0
FR,2018.0,All sizes,1034388.0,units,25 Production or processing of ferrous metals,25,France,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,19.0
FR,2018.0,All sizes,1253105.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,France,2. Verified emissions,all entities,12.0
FR,2019.0,All sizes,2805.0,units,25 Production or processing of ferrous metals,25,France,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),all entities,19.0
FR,2019.0,All sizes,771045.0,units,25 Production or processing of ferrous metals,25,France,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,19.0
FR,2019.0,All sizes,945639.0,units,28 Production or processing of non-ferrous metals,28,France,1.1 Freely allocated allowances,all entities,12.0
FR,2019.0,All sizes,1094675.0,units,28 Production or processing of non-ferrous metals,28,France,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,12.0
FR,2019.0,All sizes,16202700.0,units,24  Production of pig iron or steel,24,France,1.1 Freely allocated allowances,all entities,23.0
FR,2020.0,All sizes,2829.0,units,24  Production of pig iron or steel,24,France,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),all entities,23.0
FR,2007.0,All sizes,367835.0,units,25 Production or processing of ferrous metals,25,France,4. Total surrendered units,all entities,8.0
FR,2007.0,All sizes,28379394.0,units,24  Production of pig iron or steel,24,France,1.1 Freely allocated allowances,all entities,22.0
FR,2008.0,All sizes,437015.0,units,25 Production or processing of ferrous metals,25,France,1.1 Freely allocated allowances,all entities,7.0
FR,2009.0,All sizes,289660.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,France,2.1 EU-ETS Verified Emission,all entities,7.0
GB,2014.0,All sizes,14281742.0,units,24  Production of pig iron or steel,24,United Kingdom (excl. NI),4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,5.0
GB,2014.0,All sizes,14603324.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,United Kingdom (excl. NI),2. Verified emissions,all entities,5.0
FR,,All sizes,1498064.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,France,2.1 EU-ETS Verified Emission,all entities,
