"Date","Price","Open","High","Low","Vol.","Change %"
"06/19/2025","342.00","343.00","343.00","342.00","0.01K","0.59%"
"06/18/2025","340.00","340.00","340.00","340.00","0.10K","0.44%"
"06/17/2025","338.50","338.50","338.50","338.50","","0.00%"
"06/16/2025","338.50","338.50","338.50","338.50","0.00K","-0.15%"
"06/13/2025","339.00","339.00","339.00","339.00","0.00K","0.89%"
"06/12/2025","336.00","335.00","336.00","335.00","0.00K","-0.88%"
"06/11/2025","339.00","339.00","339.00","339.00","","0.89%"
"06/10/2025","336.00","336.00","336.00","336.00","0.00K","-0.74%"
"06/09/2025","338.50","338.50","338.50","338.50","0.07K","0.45%"
"06/06/2025","337.00","337.00","337.00","337.00","0.07K","-0.44%"
"06/05/2025","338.50","338.50","338.50","338.50","0.04K","-0.29%"
"06/04/2025","339.50","339.50","339.50","339.50","","0.44%"
"06/03/2025","338.00","340.00","341.00","337.00","0.04K","-0.29%"
"06/02/2025","339.00","346.50","346.50","339.00","0.03K","0.44%"
"05/30/2025","337.50","339.50","339.50","335.00","0.04K","-1.60%"
"05/29/2025","343.00","343.00","343.00","343.00","0.60K","0.88%"
"05/28/2025","340.00","340.00","340.00","340.00","","0.00%"
"05/27/2025","340.00","340.00","340.00","340.00","0.60K","-0.15%"
"05/23/2025","340.50","340.50","340.50","340.50","0.60K","0.00%"
"05/22/2025","340.50","340.50","340.50","340.50","0.60K","-0.15%"
"05/21/2025","341.00","341.00","341.00","341.00","0.60K","0.15%"
"05/20/2025","340.50","340.50","340.50","340.50","0.00K","-0.29%"
"05/19/2025","341.50","341.50","341.50","341.50","0.00K","-0.29%"
"05/16/2025","342.50","342.50","342.50","342.50","0.01K","-0.29%"
"05/15/2025","343.50","343.50","343.50","343.50","0.01K","0.73%"
"05/14/2025","341.00","341.00","341.00","341.00","0.01K","-0.29%"
"05/13/2025","342.00","342.00","342.00","342.00","0.01K","0.15%"
"05/12/2025","341.50","341.50","341.50","341.50","0.01K","0.00%"
"05/09/2025","341.50","341.50","341.50","341.50","","0.29%"
"05/08/2025","340.50","340.50","340.50","340.50","","0.44%"
"05/07/2025","339.00","339.00","339.00","339.00","0.00K","0.74%"
"05/06/2025","336.50","339.50","339.50","336.50","0.16K","-0.59%"
"05/02/2025","338.50","339.00","339.00","338.50","0.01K","0.45%"
"05/01/2025","337.00","337.00","337.00","337.00","","0.90%"
"04/30/2025","334.00","337.00","337.00","333.50","0.11K","-5.92%"
"04/29/2025","355.00","355.00","355.00","355.00","0.00K","0.57%"
"04/28/2025","353.00","353.00","353.00","353.00","0.00K","1.44%"
"04/25/2025","348.00","350.50","350.50","348.00","0.00K","-0.57%"
"04/24/2025","350.00","350.00","350.00","350.00","0.01K","-0.28%"
"04/23/2025","351.00","352.00","353.00","351.00","0.01K","-1.68%"
"04/22/2025","357.00","357.00","357.00","353.00","0.03K","-0.70%"
"04/17/2025","359.50","359.50","359.50","359.50","0.17K","-0.14%"
"04/16/2025","360.00","359.00","360.00","358.50","0.17K","-0.28%"
"04/15/2025","361.00","363.00","363.00","361.00","0.05K","-1.10%"
"04/14/2025","365.00","365.00","365.00","365.00","0.16K","0.41%"
"04/11/2025","363.50","363.00","363.50","363.00","0.16K","-0.95%"
"04/10/2025","367.00","369.00","369.00","365.00","0.13K","0.55%"
"04/09/2025","365.00","365.00","371.00","365.00","0.96K","0.27%"
"04/08/2025","364.00","372.00","372.00","364.00","4.83K","-0.82%"
"04/07/2025","367.00","367.00","367.00","365.00","0.02K","-0.81%"
"04/04/2025","370.00","370.00","370.00","370.00","0.05K","-0.54%"
"04/03/2025","372.00","372.00","372.00","372.00","0.06K","0.00%"
"04/02/2025","372.00","372.00","372.00","372.00","0.06K","0.40%"
"04/01/2025","370.50","370.50","370.50","370.50","0.06K","0.14%"
"03/31/2025","370.00","370.00","370.00","370.00","0.06K","-1.33%"
"03/28/2025","375.00","375.00","375.00","375.00","","-0.40%"
"03/27/2025","376.50","376.50","376.50","376.50","","0.13%"
"03/26/2025","376.00","376.00","376.00","376.00","","0.27%"
"03/25/2025","375.00","375.00","375.00","375.00","","0.13%"
"03/24/2025","374.50","374.50","374.50","374.50","","-0.13%"
"03/21/2025","375.00","375.00","375.00","375.00","","0.00%"
"03/20/2025","375.00","375.00","375.00","375.00","","0.13%"
"03/19/2025","374.50","374.50","374.50","374.50","","-0.27%"
"03/18/2025","375.50","375.50","375.50","375.50","","0.13%"
"03/17/2025","375.00","375.00","375.00","375.00","0.00K","-0.53%"
"03/14/2025","377.00","376.00","377.00","376.00","0.05K","1.07%"
"03/13/2025","373.00","373.00","373.00","373.00","0.02K","1.22%"
"03/12/2025","368.50","368.50","368.50","368.50","0.05K","-0.81%"
"03/11/2025","371.50","371.50","371.50","371.50","","0.27%"
"03/10/2025","370.50","370.50","370.50","370.50","","-0.40%"
"03/07/2025","372.00","372.00","372.00","372.00","","0.00%"
"03/06/2025","372.00","366.00","373.00","365.50","0.28K","1.92%"
"03/05/2025","365.00","365.00","365.00","365.00","","0.69%"
"03/04/2025","362.50","363.00","363.00","362.50","0.11K","-0.28%"
"03/03/2025","363.50","363.50","363.50","363.50","","-0.82%"
"02/28/2025","366.50","366.50","366.50","366.50","0.30K","2.52%"
"02/27/2025","357.50","357.50","357.50","357.50","","0.00%"
"02/26/2025","357.50","357.50","357.50","357.50","","0.14%"
"02/25/2025","357.00","357.00","357.00","357.00","0.04K","-0.56%"
"02/24/2025","359.00","359.00","359.00","359.00","","0.84%"
"02/21/2025","356.00","356.00","356.00","356.00","","-0.70%"
"02/20/2025","358.50","358.50","358.50","358.50","0.01K","0.56%"
"02/19/2025","356.50","356.00","356.50","356.00","0.01K","-0.14%"
"02/18/2025","357.00","357.00","357.00","357.00","","-0.70%"
"02/17/2025","359.50","359.50","359.50","359.50","","0.70%"
"02/14/2025","357.00","357.00","357.00","357.00","0.01K","-0.56%"
"02/13/2025","359.00","359.00","359.00","359.00","0.02K","0.00%"
"02/12/2025","359.00","363.00","363.00","359.00","0.05K","-0.28%"
"02/11/2025","360.00","361.00","361.00","360.00","0.30K","0.00%"
"02/10/2025","360.00","360.00","360.00","360.00","0.01K","0.00%"
"02/07/2025","360.00","358.00","360.00","358.00","0.04K","-0.55%"
"02/06/2025","362.00","354.00","362.00","354.00","0.91K","1.97%"
"02/05/2025","355.00","353.00","356.00","353.00","0.06K","0.28%"
"02/04/2025","354.00","354.50","354.50","354.00","0.16K","-0.98%"
"02/03/2025","357.50","359.00","359.00","357.50","0.22K","-1.79%"
"01/31/2025","364.00","360.00","364.00","360.00","0.10K","6.59%"
"01/30/2025","341.50","341.50","341.50","341.50","","0.00%"
"01/29/2025","341.50","341.50","341.50","341.50","","0.00%"
"01/28/2025","341.50","341.50","341.50","341.50","","-0.15%"
"01/27/2025","342.00","342.00","342.00","342.00","","-0.29%"
"01/24/2025","343.00","343.00","343.00","343.00","0.01K","-0.29%"
"01/23/2025","344.00","344.00","344.00","344.00","0.01K","0.00%"
"01/22/2025","344.00","344.00","344.00","344.00","","0.00%"
"01/21/2025","344.00","344.00","344.00","344.00","","1.03%"
"01/20/2025","340.50","340.50","340.50","340.50","","-0.73%"
"01/17/2025","343.00","343.00","343.00","343.00","","0.88%"
"01/16/2025","340.00","340.00","340.00","340.00","","-0.29%"
"01/15/2025","341.00","341.00","341.00","341.00","0.06K","-0.29%"
"01/14/2025","342.00","342.00","342.00","342.00","0.00K","-0.58%"
"01/13/2025","344.00","344.00","344.00","344.00","0.01K","0.29%"
"01/10/2025","343.00","343.00","343.00","343.00","0.03K","0.44%"
"01/09/2025","341.50","341.50","341.50","341.50","0.04K","-0.44%"
"01/08/2025","343.00","343.00","343.00","343.00","0.85K","-0.72%"
"01/07/2025","345.50","345.50","345.50","345.50","0.05K","-0.14%"
"01/06/2025","346.00","346.00","346.00","346.00","0.46K","-0.14%"
"01/03/2025","346.50","346.50","346.50","346.50","1.02K","-0.29%"
"01/02/2025","347.50","347.50","347.50","347.50","0.03K","0.67%"
"12/31/2024","345.19","345.19","345.19","345.19","","0.06%"
"12/30/2024","345.00","345.00","345.00","345.00","","0.58%"
"12/27/2024","343.00","343.00","343.00","343.00","0.01K","0.44%"
"12/24/2024","341.50","341.50","341.50","341.50","0.51K","-1.01%"
"12/23/2024","345.00","345.00","345.00","345.00","","0.29%"
"12/20/2024","344.00","344.00","344.00","344.00","","-0.15%"
"12/19/2024","344.50","344.50","344.50","344.50","","-0.58%"
"12/18/2024","346.50","346.50","346.50","346.50","","-0.29%"
"12/17/2024","347.50","347.50","347.50","347.50","","0.14%"
"12/16/2024","347.00","347.00","347.00","347.00","0.02K","0.87%"
"12/13/2024","344.00","344.00","344.00","344.00","","-0.29%"
"12/12/2024","345.00","345.00","345.00","345.00","","0.88%"
"12/11/2024","342.00","342.00","342.00","342.00","0.05K","-0.06%"
"12/10/2024","342.20","342.20","342.20","342.20","0.28K","1.24%"
"12/09/2024","338.00","338.00","338.00","338.00","0.04K","0.00%"
"12/06/2024","338.00","338.00","338.00","338.00","0.02K","0.00%"
"12/05/2024","338.00","338.00","338.00","338.00","0.40K","-0.29%"
"12/04/2024","339.00","339.00","339.00","339.00","0.05K","-0.88%"
"12/03/2024","342.00","342.00","342.00","342.00","0.01K","0.15%"
"12/02/2024","341.50","341.50","341.50","341.50","0.80K","0.44%"
"11/29/2024","340.00","340.00","340.00","340.00","0.01K","-3.95%"
"11/28/2024","354.00","354.00","354.00","354.00","","0.00%"
"11/27/2024","354.00","354.00","354.00","354.00","","0.00%"
"11/26/2024","354.00","354.00","354.00","354.00","","0.14%"
"11/25/2024","353.50","353.50","353.50","353.50","","0.43%"
"11/22/2024","352.00","352.00","352.00","352.00","0.00K","-0.56%"
"11/21/2024","354.00","354.00","354.00","354.00","","-0.84%"
"11/20/2024","357.00","357.00","357.00","357.00","0.05K","-0.70%"
"11/19/2024","359.50","359.50","359.50","359.50","","-0.83%"
"11/18/2024","362.50","362.50","362.50","362.50","","0.28%"
"11/15/2024","361.50","361.50","361.50","361.50","0.60K","-0.28%"
"11/14/2024","362.50","362.50","362.50","362.50","","-0.14%"
"11/13/2024","363.00","363.00","363.00","363.00","0.07K","-0.55%"
"11/12/2024","365.00","365.00","365.00","365.00","0.05K","-0.41%"
"11/11/2024","366.50","366.50","366.50","366.50","0.10K","-0.95%"
"11/08/2024","370.00","370.00","370.00","370.00","0.08K","-1.07%"
"11/07/2024","374.00","374.00","374.00","374.00","1.16K","-0.66%"
"11/06/2024","376.50","376.50","376.50","376.50","0.09K","0.40%"
"11/05/2024","375.00","375.00","375.00","375.00","0.32K","0.00%"
"11/04/2024","375.00","375.00","375.00","375.00","0.39K","0.00%"
"11/01/2024","375.00","375.00","375.00","375.00","0.45K","-0.78%"
"10/31/2024","377.93","377.93","377.93","377.93","3.09K","0.78%"
"10/30/2024","375.00","375.00","375.00","375.00","","0.13%"
"10/29/2024","374.50","374.50","374.50","374.50","","0.27%"
"10/28/2024","373.50","373.50","373.50","373.50","0.05K","-0.53%"
"10/25/2024","375.50","375.50","375.50","375.50","0.01K","0.00%"
"10/24/2024","375.50","375.50","375.50","375.50","","0.40%"
"10/23/2024","374.00","374.00","374.00","374.00","0.01K","-0.40%"
"10/22/2024","375.50","375.50","375.50","375.50","","-0.27%"
"10/21/2024","376.50","376.50","376.50","376.50","","0.27%"
"10/18/2024","375.50","375.50","375.50","375.50","","0.54%"
"10/17/2024","373.50","373.50","373.50","373.50","0.01K","-0.40%"
"10/16/2024","375.00","375.00","375.00","375.00","0.11K","-0.53%"
"10/15/2024","377.00","377.00","377.00","377.00","0.27K","-1.31%"
"10/14/2024","382.00","382.00","382.00","382.00","0.32K","-0.39%"
"10/11/2024","383.50","383.50","383.50","383.50","0.04K","0.66%"
"10/10/2024","381.00","381.00","381.00","381.00","0.04K","-1.04%"
"10/09/2024","385.00","385.00","385.00","385.00","0.01K","-0.77%"
"10/08/2024","388.00","388.00","388.00","388.00","0.07K","-3.48%"
"10/07/2024","402.00","402.00","402.00","402.00","1.45K","1.77%"
"10/04/2024","395.00","395.00","395.00","395.00","1.15K","1.02%"
"10/03/2024","391.00","391.00","391.00","391.00","0.06K","0.77%"
"10/02/2024","388.00","388.00","388.00","388.00","1.34K","0.52%"
"10/01/2024","386.00","386.00","386.00","386.00","1.40K","-1.40%"
"09/30/2024","391.50","391.50","391.50","391.50","0.90K","5.53%"
"09/27/2024","371.00","371.00","371.00","371.00","0.03K","0.27%"
"09/26/2024","370.00","370.00","370.00","370.00","0.23K","0.14%"
"09/25/2024","369.50","369.50","369.50","369.50","0.00K","0.14%"
"09/24/2024","369.00","369.00","369.00","369.00","0.05K","0.27%"
"09/23/2024","368.00","368.00","368.00","368.00","0.00K","-0.14%"
"09/20/2024","368.50","368.50","368.50","368.50","0.01K","-0.41%"
"09/19/2024","370.00","370.00","370.00","370.00","","-0.40%"
"09/18/2024","371.50","371.50","371.50","371.50","0.01K","0.81%"
"09/17/2024","368.50","368.50","368.50","368.50","","-0.41%"
"09/16/2024","370.00","370.00","370.00","370.00","","-0.27%"
"09/13/2024","371.00","371.00","371.00","371.00","","0.54%"
"09/12/2024","369.00","369.00","369.00","369.00","0.02K","-0.14%"
"09/11/2024","369.50","369.50","369.50","369.50","","0.14%"
"09/10/2024","369.00","369.00","369.00","369.00","","0.14%"
"09/09/2024","368.50","368.50","368.50","368.50","","0.14%"
"09/06/2024","368.00","368.00","368.00","368.00","0.04K","0.00%"
"09/05/2024","368.00","368.00","368.00","368.00","0.52K","0.55%"
"09/04/2024","366.00","366.00","366.00","366.00","1.88K","1.67%"
"09/03/2024","360.00","360.00","360.00","360.00","0.04K","-1.10%"
"09/02/2024","364.00","364.00","364.00","364.00","0.18K","-1.62%"
"08/30/2024","370.00","370.00","370.00","370.00","0.44K","-1.07%"
"08/29/2024","374.00","374.00","374.00","374.00","0.00K","0.27%"
"08/28/2024","373.00","373.00","373.00","373.00","","-0.40%"
"08/27/2024","374.50","374.50","374.50","374.50","","1.22%"
"08/23/2024","370.00","370.00","370.00","370.00","0.01K","-0.27%"
"08/22/2024","371.00","371.00","371.00","371.00","","-0.40%"
"08/21/2024","372.50","372.50","372.50","372.50","","0.13%"
"08/20/2024","372.00","372.00","372.00","372.00","0.00K","-0.40%"
"08/19/2024","373.50","373.50","373.50","373.50","","0.40%"
"08/16/2024","372.00","372.00","372.00","372.00","","-0.27%"
"08/15/2024","373.00","373.00","373.00","373.00","0.04K","-0.13%"
"08/14/2024","373.50","373.50","373.50","373.50","0.02K","0.00%"
"08/13/2024","373.50","373.50","373.50","373.50","0.01K","-0.40%"
"08/12/2024","375.00","375.00","375.00","375.00","0.03K","0.13%"
"08/09/2024","374.50","374.50","374.50","374.50","0.10K","-0.40%"
"08/08/2024","376.00","376.00","376.00","376.00","0.02K","-0.27%"
"08/07/2024","377.00","377.00","377.00","377.00","9.04K","-1.44%"
"08/06/2024","382.50","382.50","382.50","382.50","0.06K","0.26%"
"08/05/2024","381.50","381.50","381.50","381.50","0.03K","0.66%"
"08/02/2024","379.00","379.00","379.00","379.00","0.06K","-0.39%"
"08/01/2024","380.50","380.50","380.50","380.50","0.04K","-0.26%"
"07/31/2024","381.50","381.50","381.50","381.50","2.94K","-1.17%"
"07/30/2024","386.00","386.00","386.00","386.00","0.01K","0.00%"
"07/29/2024","386.00","386.00","386.00","386.00","","-0.39%"
"07/26/2024","387.50","387.50","387.50","387.50","","-0.39%"
"07/25/2024","389.00","389.00","389.00","389.00","","0.39%"
"07/24/2024","387.50","387.50","387.50","387.50","0.01K","0.00%"
"07/23/2024","387.50","387.50","387.50","387.50","0.01K","-0.13%"
"07/22/2024","388.00","388.00","388.00","388.00","0.03K","-0.51%"
"07/19/2024","390.00","390.00","390.00","390.00","","0.26%"
"07/18/2024","389.00","389.00","389.00","389.00","","0.00%"
"07/17/2024","389.00","389.00","389.00","389.00","","0.26%"
"07/16/2024","388.00","388.00","388.00","388.00","0.02K","-0.51%"
"07/15/2024","390.00","390.00","390.00","390.00","","0.13%"
"07/12/2024","389.50","389.50","389.50","389.50","","0.00%"
"07/11/2024","389.50","389.50","389.50","389.50","0.01K","0.39%"
"07/10/2024","388.00","388.00","388.00","388.00","0.40K","0.26%"
"07/09/2024","387.00","387.00","387.00","387.00","","-0.26%"
"07/08/2024","388.00","388.00","388.00","388.00","0.05K","-0.51%"
"07/05/2024","390.00","390.00","390.00","390.00","0.04K","-0.13%"
"07/04/2024","390.50","390.50","390.50","390.50","","0.39%"
"07/03/2024","389.00","389.00","389.00","389.00","0.02K","-0.13%"
"07/02/2024","389.50","389.50","389.50","389.50","0.10K","-0.13%"
"07/01/2024","390.00","390.00","390.00","390.00","0.18K","0.00%"
"06/28/2024","390.00","390.00","390.00","390.00","0.32K","1.43%"
"06/27/2024","384.50","384.50","384.50","384.50","0.00K","0.13%"
"06/26/2024","384.00","384.00","384.00","384.00","0.05K","0.52%"
"06/25/2024","382.00","382.00","382.00","382.00","","-0.13%"
"06/24/2024","382.50","382.50","382.50","382.50","0.01K","0.13%"
"06/21/2024","382.00","382.00","382.00","382.00","0.02K","-0.39%"
"06/20/2024","383.50","383.50","383.50","383.50","","-0.13%"
"06/19/2024","384.00","384.00","384.00","384.00","","0.00%"
"06/18/2024","384.00","384.00","384.00","384.00","","0.39%"
"06/17/2024","382.50","382.50","382.50","382.50","","0.00%"
"06/14/2024","382.50","382.50","382.50","382.50","0.00K","1.06%"
"06/13/2024","378.50","378.50","378.50","378.50","0.03K","-0.66%"
"06/12/2024","381.00","381.00","381.00","381.00","0.22K","0.79%"
"06/11/2024","378.00","378.00","378.00","378.00","0.03K","-0.92%"
"06/10/2024","381.50","381.50","381.50","381.50","0.06K","-0.26%"
"06/07/2024","382.50","382.50","382.50","382.50","0.00K","-0.13%"
"06/06/2024","383.00","383.00","383.00","383.00","0.28K","0.79%"
"06/05/2024","380.00","380.00","380.00","380.00","1.46K","0.26%"
"06/04/2024","379.00","379.00","379.00","379.00","0.08K","0.26%"
"06/03/2024","378.00","378.00","378.00","378.00","0.22K","-1.31%"
"05/31/2024","383.00","383.00","383.00","383.00","0.49K","0.52%"
"05/30/2024","381.00","381.00","381.00","381.00","","-0.52%"
"05/29/2024","383.00","383.00","383.00","383.00","","0.66%"
"05/28/2024","380.50","380.50","380.50","380.50","","-0.13%"
"05/24/2024","381.00","381.00","381.00","381.00","0.01K","0.40%"
"05/23/2024","379.50","379.50","379.50","379.50","0.04K","-0.52%"
"05/22/2024","381.50","381.50","381.50","381.50","","-0.13%"
"05/21/2024","382.00","382.00","382.00","382.00","","0.13%"
"05/20/2024","381.50","381.50","381.50","381.50","","-0.26%"
"05/17/2024","382.50","382.50","382.50","382.50","","0.26%"
"05/16/2024","381.50","381.50","381.50","381.50","","-0.13%"
"05/15/2024","382.00","382.00","382.00","382.00","0.01K","0.13%"
"05/14/2024","381.50","381.50","381.50","381.50","0.01K","0.39%"
"05/13/2024","380.00","380.00","380.00","380.00","0.03K","0.00%"
"05/10/2024","380.00","380.00","380.00","380.00","0.01K","0.00%"
"05/09/2024","380.00","380.00","380.00","380.00","0.01K","0.26%"
"05/08/2024","379.00","379.00","379.00","379.00","0.09K","-0.92%"
"05/07/2024","382.50","382.50","382.50","382.50","0.04K","0.13%"
"05/02/2024","382.00","382.00","382.00","382.00","6.25K","-0.52%"
"05/01/2024","384.00","384.00","384.00","384.00","0.73K","-0.90%"
"04/30/2024","387.50","387.50","387.50","387.50","1.10K","0.65%"
"04/29/2024","385.00","385.00","385.00","385.00","0.15K","-0.13%"
"04/26/2024","385.50","385.50","385.50","385.50","","-0.26%"
"04/25/2024","386.50","386.50","386.50","386.50","","-0.26%"
"04/24/2024","387.50","387.50","387.50","387.50","","0.26%"
"04/23/2024","386.50","386.50","386.50","386.50","","0.13%"
"04/22/2024","386.00","386.00","386.00","386.00","0.02K","-0.52%"
"04/19/2024","388.00","388.00","388.00","388.00","0.02K","-0.64%"
"04/18/2024","390.50","390.50","390.50","390.50","0.09K","0.13%"
"04/17/2024","390.00","390.00","390.00","390.00","0.05K","1.30%"
"04/16/2024","385.00","385.00","385.00","385.00","0.06K","-0.90%"
"04/15/2024","388.50","388.50","388.50","388.50","0.05K","0.78%"
"04/12/2024","385.50","385.50","385.50","385.50","0.01K","0.13%"
"04/11/2024","385.00","385.00","385.00","385.00","","0.39%"
"04/10/2024","383.50","383.50","383.50","383.50","","0.13%"
"04/09/2024","383.00","383.00","383.00","383.00","0.02K","-1.03%"
"04/08/2024","387.00","387.00","387.00","387.00","0.01K","1.44%"
"04/05/2024","381.50","381.50","381.50","381.50","","0.39%"
"04/04/2024","380.00","380.00","380.00","380.00","0.05K","-1.17%"
"04/03/2024","384.50","384.50","384.50","384.50","0.00K","-0.65%"
"04/02/2024","387.00","387.00","387.00","387.00","0.17K","-1.28%"
"03/28/2024","392.00","392.00","392.00","392.00","0.41K","1.82%"
"03/27/2024","385.00","385.00","385.00","385.00","0.00K","0.52%"
"03/26/2024","383.00","383.00","383.00","383.00","","-0.13%"
"03/25/2024","383.50","383.50","383.50","383.50","0.10K","0.52%"
"03/22/2024","381.50","381.50","381.50","381.50","","-0.26%"
"03/21/2024","382.50","382.50","382.50","382.50","0.25K","-0.13%"
"03/20/2024","383.00","383.00","383.00","383.00","0.04K","0.00%"
"03/19/2024","383.00","383.00","383.00","383.00","0.01K","0.39%"
"03/18/2024","381.50","381.50","381.50","381.50","","0.79%"
"03/15/2024","378.50","378.50","378.50","378.50","","-0.79%"
"03/14/2024","381.50","381.50","381.50","381.50","0.01K","0.53%"
"03/13/2024","379.50","379.50","379.50","379.50","0.01K","-0.91%"
"03/12/2024","383.00","383.00","383.00","383.00","0.22K","2.41%"
"03/11/2024","374.00","374.00","374.00","374.00","0.02K","-2.35%"
"03/08/2024","383.00","383.00","383.00","383.00","0.05K","1.06%"
"03/07/2024","379.00","379.00","379.00","379.00","0.21K","1.88%"
"03/06/2024","372.00","372.00","372.00","372.00","0.25K","0.81%"
"03/05/2024","369.00","369.00","369.00","369.00","2.54K","-0.81%"
"03/04/2024","372.00","372.00","372.00","372.00","0.62K","-3.63%"
"03/01/2024","386.00","386.00","386.00","386.00","1.41K","-1.53%"
"02/29/2024","392.00","392.00","392.00","392.00","0.07K","-5.08%"
"02/28/2024","413.00","413.00","413.00","413.00","","-0.36%"
"02/27/2024","414.50","414.50","414.50","414.50","","-0.12%"
"02/26/2024","415.00","415.00","415.00","415.00","","0.12%"
"02/23/2024","414.50","414.50","414.50","414.50","","-0.60%"
"02/22/2024","417.00","417.00","417.00","417.00","0.01K","1.09%"
"02/21/2024","412.50","412.50","412.50","412.50","0.00K","-0.72%"
"02/20/2024","415.50","415.50","415.50","415.50","","-0.12%"
"02/19/2024","416.00","416.00","416.00","416.00","","-0.24%"
"02/16/2024","417.00","417.00","417.00","417.00","","0.24%"
"02/15/2024","416.00","416.00","416.00","416.00","","0.00%"
"02/14/2024","416.00","416.00","416.00","416.00","","-0.12%"
"02/13/2024","416.50","416.50","416.50","416.50","","0.00%"
"02/12/2024","416.50","416.50","416.50","416.50","","-0.12%"
"02/09/2024","417.00","417.00","417.00","417.00","","0.24%"
"02/08/2024","416.00","416.00","416.00","416.00","0.01K","0.00%"
"02/07/2024","416.00","416.00","416.00","416.00","0.02K","-0.24%"
"02/06/2024","417.00","417.00","417.00","417.00","0.00K","-0.71%"
"02/05/2024","420.00","420.00","420.00","420.00","","-0.12%"
"02/02/2024","420.50","420.50","420.50","420.50","","0.24%"
"02/01/2024","419.50","419.50","419.50","419.50","0.04K","-0.12%"
"01/31/2024","420.00","420.00","420.00","420.00","1.33K","-0.12%"
"01/30/2024","420.50","420.50","420.50","420.50","","-0.24%"
"01/29/2024","421.50","421.50","421.50","421.50","0.05K","0.12%"
"01/26/2024","421.00","421.00","421.00","421.00","","0.00%"
"01/25/2024","421.00","421.00","421.00","421.00","0.10K","0.12%"
"01/24/2024","420.50","420.50","420.50","420.50","","0.12%"
"01/23/2024","420.00","420.00","420.00","420.00","","0.12%"
"01/22/2024","419.50","419.50","419.50","419.50","","0.36%"
"01/19/2024","418.00","418.00","418.00","418.00","","0.72%"
"01/18/2024","415.00","415.00","415.00","415.00","0.00K","-0.24%"
"01/17/2024","416.00","416.00","416.00","416.00","0.05K","-0.83%"
"01/16/2024","419.50","419.50","419.50","419.50","0.02K","0.12%"
"01/15/2024","419.00","419.00","419.00","419.00","0.00K","1.21%"
"01/12/2024","414.00","414.00","414.00","414.00","0.10K","-0.72%"
"01/11/2024","417.00","417.00","417.00","417.00","0.18K","0.48%"
"01/10/2024","415.00","415.00","415.00","415.00","0.22K","-0.72%"
"01/09/2024","418.00","418.00","418.00","418.00","0.02K","-0.48%"
"01/08/2024","420.00","420.00","420.00","420.00","0.11K","0.72%"
"01/05/2024","417.00","417.00","417.00","417.00","0.14K","-0.36%"
"01/04/2024","418.50","418.50","418.50","418.50","0.11K","1.33%"
"01/03/2024","413.00","413.00","413.00","413.00","0.13K","0.49%"
"01/02/2024","411.00","411.00","411.00","411.00","0.01K","1.23%"
"12/29/2023","406.00","406.00","406.00","406.00","0.53K","-3.68%"
"12/28/2023","421.50","421.50","421.50","421.50","0.00K","-0.71%"
"12/27/2023","424.50","424.50","424.50","424.50","","0.24%"
"12/22/2023","423.50","423.50","423.50","423.50","","0.00%"
"12/21/2023","423.50","423.50","423.50","423.50","","0.24%"
"12/20/2023","422.50","422.50","422.50","422.50","","0.12%"
"12/19/2023","422.00","422.00","422.00","422.00","","0.48%"
"12/18/2023","420.00","420.00","420.00","420.00","0.12K","-0.59%"
"12/15/2023","422.50","422.50","422.50","422.50","0.14K","-0.47%"
"12/14/2023","424.50","424.50","424.50","424.50","0.04K","0.95%"
"12/13/2023","420.50","420.50","420.50","420.50","1.34K","-0.36%"
"12/12/2023","422.00","422.00","422.00","422.00","1.01K","-0.47%"
"12/11/2023","424.00","424.00","424.00","424.00","0.02K","-1.40%"
"12/08/2023","430.00","430.00","430.00","430.00","0.28K","0.00%"
"12/07/2023","430.00","430.00","430.00","430.00","0.11K","0.70%"
"12/06/2023","427.00","427.00","427.00","427.00","0.41K","0.95%"
"12/05/2023","423.00","423.00","423.00","423.00","0.07K","-0.47%"
"12/04/2023","425.00","425.00","425.00","425.00","0.16K","3.28%"
"12/01/2023","411.50","411.50","411.50","411.50","0.49K","0.37%"
"11/30/2023","410.00","410.00","410.00","410.00","1.66K","6.63%"
"11/29/2023","384.50","384.50","384.50","384.50","0.00K","0.92%"
"11/28/2023","381.00","381.00","381.00","381.00","","-0.52%"
"11/27/2023","383.00","383.00","383.00","383.00","","0.39%"
"11/24/2023","381.50","381.50","381.50","381.50","","-0.91%"
"11/23/2023","385.00","385.00","385.00","385.00","0.04K","0.26%"
"11/22/2023","384.00","384.00","384.00","384.00","0.00K","-0.26%"
"11/21/2023","385.00","385.00","385.00","385.00","0.01K","0.26%"
"11/20/2023","384.00","384.00","384.00","384.00","0.11K","0.13%"
"11/17/2023","383.50","383.50","383.50","383.50","","0.13%"
"11/16/2023","383.00","383.00","383.00","383.00","1.39K","-0.52%"
"11/15/2023","385.00","385.00","385.00","385.00","2.41K","0.26%"
"11/14/2023","384.00","384.00","384.00","384.00","0.11K","0.39%"
"11/13/2023","382.50","382.50","382.50","382.50","","0.13%"
"11/10/2023","382.00","382.00","382.00","382.00","","0.13%"
"11/09/2023","381.50","381.50","381.50","381.50","0.01K","-0.13%"
"11/08/2023","382.00","382.00","382.00","382.00","0.03K","1.87%"
"11/07/2023","375.00","375.00","375.00","375.00","0.02K","-0.27%"
"11/06/2023","376.00","376.00","376.00","376.00","0.10K","-0.53%"
"11/03/2023","378.00","378.00","378.00","378.00","0.48K","1.61%"
