"Date","Price","Open","High","Low","Vol.","Change %"
"11/02/2023","372.00","372.00","372.00","372.00","0.05K","-1.33%"
"11/01/2023","377.00","377.00","377.00","377.00","0.02K","-0.66%"
"10/31/2023","379.50","379.50","379.50","379.50","0.40K","4.98%"
"10/30/2023","361.50","361.50","361.50","361.50","0.00K","0.70%"
"10/27/2023","359.00","359.00","359.00","359.00","0.01K","-1.51%"
"10/26/2023","364.50","364.50","364.50","364.50","0.00K","1.11%"
"10/25/2023","360.50","360.50","360.50","360.50","","0.42%"
"10/24/2023","359.00","359.00","359.00","359.00","0.02K","-0.14%"
"10/23/2023","359.50","359.50","359.50","359.50","0.02K","-0.14%"
"10/20/2023","360.00","360.00","360.00","360.00","0.01K","-0.83%"
"10/19/2023","363.00","363.00","363.00","363.00","0.02K","0.00%"
"10/18/2023","363.00","363.00","363.00","363.00","0.04K","-0.27%"
"10/17/2023","364.00","364.00","364.00","364.00","0.01K","0.00%"
"10/16/2023","364.00","364.00","364.00","364.00","4.12K","-0.27%"
"10/13/2023","365.00","365.00","365.00","365.00","0.00K","-0.41%"
"10/12/2023","366.50","366.50","366.50","366.50","0.03K","-0.41%"
"10/11/2023","368.00","368.00","368.00","368.00","","0.27%"
"10/10/2023","367.00","367.00","367.00","367.00","0.00K","-0.54%"
"10/09/2023","369.00","369.00","369.00","369.00","","0.00%"
"10/06/2023","369.00","369.00","369.00","369.00","0.01K","0.00%"
"10/05/2023","369.00","369.00","369.00","369.00","","-0.27%"
"10/04/2023","370.00","370.00","370.00","370.00","0.10K","-0.40%"
"10/03/2023","371.50","371.50","371.50","371.50","","-0.13%"
"10/02/2023","372.00","372.00","372.00","372.00","0.10K","-1.46%"
"09/29/2023","377.50","377.50","377.50","377.50","0.12K","0.53%"
"09/28/2023","375.50","375.50","375.50","375.50","","0.27%"
"09/27/2023","374.50","374.50","374.50","374.50","","-0.13%"
"09/26/2023","375.00","375.00","375.00","375.00","0.01K","1.35%"
"09/25/2023","370.00","370.00","370.00","370.00","0.00K","-1.60%"
"09/22/2023","376.00","376.00","376.00","376.00","","0.27%"
"09/21/2023","375.00","375.00","375.00","375.00","0.01K","-0.27%"
"09/20/2023","376.00","376.00","376.00","376.00","0.01K","0.27%"
"09/19/2023","375.00","375.00","375.00","375.00","0.02K","0.27%"
"09/18/2023","374.00","374.00","374.00","374.00","0.04K","-0.53%"
"09/15/2023","376.00","376.00","376.00","376.00","0.01K","-0.53%"
"09/14/2023","378.00","378.00","378.00","378.00","0.07K","0.40%"
"09/13/2023","376.50","376.50","376.50","376.50","0.01K","-0.40%"
"09/12/2023","378.00","378.00","378.00","378.00","0.10K","0.27%"
"09/11/2023","377.00","377.00","377.00","377.00","0.07K","0.00%"
"09/08/2023","377.00","377.00","377.00","377.00","0.05K","0.94%"
"09/07/2023","373.50","373.50","373.50","373.50","0.05K","-0.13%"
"09/06/2023","374.00","374.00","374.00","374.00","0.66K","-0.40%"
"09/05/2023","375.50","375.50","375.50","375.50","0.06K","0.67%"
"09/04/2023","373.00","373.00","373.00","373.00","0.12K","-0.40%"
"09/01/2023","374.50","374.50","374.50","374.50","0.00K","0.54%"
"08/31/2023","372.50","372.50","372.50","372.50","0.14K","1.92%"
"08/30/2023","365.50","365.50","365.50","365.50","","0.83%"
"08/29/2023","362.50","362.50","362.50","362.50","0.01K","-0.41%"
"08/25/2023","364.00","364.00","364.00","364.00","","0.55%"
"08/24/2023","362.00","362.00","362.00","362.00","","-0.55%"
"08/23/2023","364.00","364.00","364.00","364.00","1.00K","0.28%"
"08/22/2023","363.00","363.00","363.00","363.00","","-0.55%"
"08/21/2023","365.00","365.00","365.00","365.00","0.00K","-0.68%"
"08/18/2023","367.50","367.50","367.50","367.50","","0.27%"
"08/17/2023","366.50","366.50","366.50","366.50","","-0.14%"
"08/16/2023","367.00","367.00","367.00","367.00","","0.14%"
"08/15/2023","366.50","366.50","366.50","366.50","0.01K","0.69%"
"08/14/2023","364.00","364.00","364.00","364.00","","0.69%"
"08/11/2023","361.50","361.50","361.50","361.50","","0.70%"
"08/10/2023","359.00","359.00","359.00","359.00","0.01K","0.56%"
"08/09/2023","357.00","357.00","357.00","357.00","0.33K","0.28%"
"08/08/2023","356.00","356.00","356.00","356.00","0.01K","0.00%"
"08/07/2023","356.00","356.00","356.00","356.00","0.10K","0.28%"
"08/04/2023","355.00","355.00","355.00","355.00","0.24K","0.28%"
"08/03/2023","354.00","354.00","354.00","354.00","0.13K","0.28%"
"08/02/2023","353.00","353.00","353.00","353.00","0.17K","-1.26%"
"08/01/2023","357.50","357.50","357.50","357.50","","-0.14%"
"07/31/2023","358.00","358.00","358.00","358.00","0.10K","-1.10%"
"07/28/2023","362.00","362.00","362.00","362.00","0.01K","-0.69%"
"07/27/2023","364.50","364.50","364.50","364.50","","0.55%"
"07/26/2023","362.50","362.50","362.50","362.50","","-0.41%"
"07/25/2023","364.00","364.00","364.00","364.00","0.16K","-0.27%"
"07/24/2023","365.00","365.00","365.00","365.00","0.02K","-0.68%"
"07/21/2023","367.50","367.50","367.50","367.50","","-0.14%"
"07/20/2023","368.00","368.00","368.00","368.00","0.01K","0.27%"
"07/19/2023","367.00","367.00","367.00","367.00","0.01K","-1.34%"
"07/18/2023","372.00","372.00","372.00","372.00","0.01K","0.00%"
"07/17/2023","372.00","372.00","372.00","372.00","0.00K","0.00%"
"07/14/2023","372.00","372.00","372.00","372.00","","-0.13%"
"07/13/2023","372.50","372.50","372.50","372.50","","-0.40%"
"07/12/2023","374.00","374.00","374.00","374.00","","0.13%"
"07/11/2023","373.50","373.50","373.50","373.50","","0.40%"
"07/10/2023","372.00","372.00","372.00","372.00","0.30K","-0.93%"
"07/07/2023","375.50","375.50","375.50","375.50","0.04K","1.08%"
"07/06/2023","371.50","371.50","371.50","371.50","0.01K","0.41%"
"07/05/2023","370.00","370.00","370.00","370.00","0.04K","-0.40%"
"07/04/2023","371.50","371.50","371.50","371.50","0.04K","0.54%"
"07/03/2023","369.50","369.50","369.50","369.50","0.02K","-1.20%"
"06/30/2023","374.00","374.00","374.00","374.00","","-2.48%"
"06/29/2023","383.50","383.50","383.50","383.50","","-0.26%"
"06/28/2023","384.50","384.50","384.50","384.50","","0.13%"
"06/27/2023","384.00","384.00","384.00","384.00","0.02K","0.00%"
"06/26/2023","384.00","384.00","384.00","384.00","0.03K","-0.26%"
"06/23/2023","385.00","385.00","385.00","385.00","","0.79%"
"06/22/2023","382.00","382.00","382.00","382.00","","-0.39%"
"06/21/2023","383.50","383.50","383.50","383.50","0.01K","0.26%"
"06/20/2023","382.50","382.50","382.50","382.50","0.09K","-0.39%"
"06/19/2023","384.00","384.00","384.00","384.00","0.30K","-0.39%"
"06/16/2023","385.50","385.50","385.50","385.50","0.08K","-0.13%"
"06/15/2023","386.00","386.00","386.00","386.00","0.01K","-0.64%"
"06/14/2023","388.50","388.50","388.50","388.50","0.82K","0.00%"
"06/13/2023","388.50","388.50","388.50","388.50","0.10K","0.91%"
"06/12/2023","385.00","385.00","385.00","385.00","0.13K","-1.79%"
"06/09/2023","392.00","392.00","392.00","392.00","0.21K","1.03%"
"06/08/2023","388.00","388.00","388.00","388.00","0.34K","0.78%"
"06/07/2023","385.00","385.00","385.00","385.00","","-0.52%"
"06/06/2023","387.00","387.00","387.00","387.00","0.05K","-0.26%"
"06/05/2023","388.00","388.00","388.00","388.00","0.61K","0.78%"
"06/02/2023","385.00","385.00","385.00","385.00","0.00K","0.26%"
"06/01/2023","384.00","384.00","384.00","384.00","0.02K","1.22%"
"05/31/2023","379.38","379.38","379.38","379.38","","0.10%"
"05/30/2023","379.00","379.00","379.00","379.00","0.03K","-0.39%"
"05/26/2023","380.50","380.50","380.50","380.50","","0.40%"
"05/25/2023","379.00","379.00","379.00","379.00","0.04K","0.26%"
"05/24/2023","378.00","378.00","378.00","378.00","","0.00%"
"05/23/2023","378.00","378.00","378.00","378.00","","0.00%"
"05/22/2023","378.00","378.00","378.00","378.00","","0.00%"
"05/19/2023","378.00","378.00","378.00","378.00","0.07K","-0.13%"
"05/18/2023","378.50","378.50","378.50","378.50","0.27K","-1.17%"
"05/17/2023","383.00","383.00","383.00","383.00","0.16K","1.06%"
"05/16/2023","379.00","379.00","379.00","379.00","0.05K","0.66%"
"05/15/2023","376.50","376.50","376.50","376.50","0.04K","-0.53%"
"05/12/2023","378.50","378.50","378.50","378.50","0.44K","0.40%"
"05/11/2023","377.00","377.00","377.00","377.00","0.01K","-1.05%"
"05/10/2023","381.00","381.00","381.00","381.00","0.86K","2.97%"
"05/09/2023","370.00","370.00","370.00","370.00","0.18K","-0.80%"
"05/05/2023","373.00","373.00","373.00","373.00","0.07K","-1.06%"
"05/04/2023","377.00","377.00","377.00","377.00","2.10K","-3.83%"
"05/03/2023","392.00","392.00","392.00","392.00","0.28K","0.77%"
"05/02/2023","389.00","389.00","389.00","389.00","0.13K","-8.32%"
"04/28/2023","424.29","424.29","424.29","424.29","","-0.17%"
"04/27/2023","425.00","425.00","425.00","425.00","0.00K","-0.47%"
"04/26/2023","427.00","427.00","427.00","427.00","0.01K","0.00%"
"04/25/2023","427.00","427.00","427.00","427.00","0.00K","0.12%"
"04/24/2023","426.50","426.50","426.50","426.50","0.02K","1.79%"
"04/21/2023","419.00","419.00","419.00","419.00","0.04K","-1.18%"
"04/20/2023","424.00","424.00","424.00","424.00","0.06K","-0.70%"
"04/19/2023","427.00","427.00","427.00","427.00","0.34K","0.00%"
"04/18/2023","427.00","427.00","427.00","427.00","0.05K","-0.70%"
"04/17/2023","430.00","430.00","430.00","430.00","0.32K","0.35%"
"04/14/2023","428.50","428.50","428.50","428.50","0.04K","1.06%"
"04/13/2023","424.00","424.00","424.00","424.00","0.26K","-1.40%"
"04/12/2023","430.00","430.00","430.00","430.00","1.68K","-1.15%"
"04/11/2023","435.00","435.00","435.00","435.00","0.04K","1.52%"
"04/06/2023","428.50","428.50","428.50","428.50","0.01K","-1.49%"
"04/05/2023","435.00","435.00","435.00","435.00","0.06K","-0.46%"
"04/04/2023","437.00","437.00","437.00","437.00","0.27K","-1.80%"
"04/03/2023","445.00","445.00","445.00","445.00","0.27K","-1.77%"
"03/31/2023","453.00","453.00","453.00","453.00","","-0.44%"
"03/30/2023","455.00","455.00","455.00","455.00","0.01K","0.33%"
"03/29/2023","453.50","453.50","453.50","453.50","","0.00%"
"03/28/2023","453.50","453.50","453.50","453.50","0.00K","-0.55%"
"03/27/2023","456.00","456.00","456.00","456.00","","0.33%"
"03/24/2023","454.50","454.50","454.50","454.50","","0.22%"
"03/23/2023","453.50","453.50","453.50","453.50","0.01K","0.78%"
"03/22/2023","450.00","450.00","450.00","450.00","0.01K","-0.44%"
"03/21/2023","452.00","452.00","452.00","452.00","0.93K","-0.66%"
"03/20/2023","455.00","455.00","455.00","455.00","0.09K","-1.09%"
"03/17/2023","460.00","460.00","460.00","460.00","","0.33%"
"03/16/2023","458.50","458.50","458.50","458.50","0.03K","-0.22%"
"03/15/2023","459.50","459.50","459.50","459.50","0.67K","0.00%"
"03/14/2023","459.50","459.50","459.50","459.50","0.42K","0.77%"
"03/13/2023","456.00","456.00","456.00","456.00","0.11K","-0.44%"
"03/10/2023","458.00","458.00","458.00","458.00","0.04K","-1.08%"
"03/09/2023","463.00","463.00","463.00","463.00","0.08K","0.65%"
"03/08/2023","460.00","460.00","460.00","460.00","0.35K","1.10%"
"03/07/2023","455.00","455.00","455.00","455.00","1.48K","-0.22%"
"03/06/2023","456.00","456.00","456.00","456.00","1.54K","-0.87%"
"03/03/2023","460.00","460.00","460.00","460.00","0.32K","-0.43%"
"03/02/2023","462.00","462.00","462.00","462.00","1.70K","-1.28%"
"03/01/2023","468.00","468.00","468.00","468.00","1.13K","8.61%"
"02/28/2023","430.88","430.88","430.88","430.88","","0.09%"
"02/27/2023","430.50","430.50","430.50","430.50","0.00K","0.58%"
"02/24/2023","428.00","428.00","428.00","428.00","","-1.15%"
"02/23/2023","433.00","433.00","433.00","433.00","0.01K","1.29%"
"02/22/2023","427.50","427.50","427.50","427.50","0.03K","0.71%"
"02/21/2023","424.50","424.50","424.50","424.50","0.04K","-1.85%"
"02/20/2023","432.50","432.50","432.50","432.50","0.11K","1.76%"
"02/17/2023","425.00","425.00","425.00","425.00","0.31K","2.41%"
"02/16/2023","415.00","415.00","415.00","415.00","0.23K","-1.54%"
"02/15/2023","421.50","421.50","421.50","421.50","0.37K","-0.12%"
"02/14/2023","422.00","422.00","422.00","422.00","0.02K","-1.17%"
"02/13/2023","427.00","427.00","427.00","427.00","","-0.70%"
"02/10/2023","430.00","430.00","430.00","430.00","0.16K","0.47%"
"02/09/2023","428.00","428.00","428.00","428.00","0.56K","0.23%"
"02/08/2023","427.00","427.00","427.00","427.00","2.15K","1.43%"
"02/07/2023","421.00","421.00","421.00","421.00","0.59K","1.45%"
"02/06/2023","415.00","415.00","415.00","415.00","1.01K","-3.94%"
"02/03/2023","432.00","432.00","432.00","432.00","0.24K","0.47%"
"02/02/2023","430.00","430.00","430.00","430.00","2.83K","0.00%"
"02/01/2023","430.00","430.00","430.00","430.00","0.43K","4.12%"
"01/31/2023","413.00","413.00","413.00","413.00","","0.00%"
"01/30/2023","413.00","413.00","413.00","413.00","0.01K","-0.24%"
"01/27/2023","414.00","414.00","414.00","414.00","0.02K","0.00%"
"01/26/2023","414.00","414.00","414.00","414.00","0.01K","-0.12%"
"01/25/2023","414.50","414.50","414.50","414.50","0.02K","0.12%"
"01/24/2023","414.00","414.00","414.00","414.00","0.02K","1.35%"
"01/23/2023","408.50","408.50","408.50","408.50","","0.12%"
"01/20/2023","408.00","408.00","408.00","408.00","0.09K","-0.97%"
"01/19/2023","412.00","412.00","412.00","412.00","0.01K","-0.60%"
"01/18/2023","414.50","414.50","414.50","414.50","0.01K","-0.60%"
"01/17/2023","417.00","417.00","417.00","417.00","0.15K","1.71%"
"01/16/2023","410.00","410.00","410.00","410.00","0.06K","-1.68%"
"01/13/2023","417.00","417.00","417.00","417.00","0.17K","-0.24%"
"01/12/2023","418.00","418.00","418.00","418.00","0.31K","-0.24%"
"01/11/2023","419.00","419.00","419.00","419.00","0.19K","0.48%"
"01/10/2023","417.00","417.00","417.00","417.00","1.02K","0.00%"
"01/09/2023","417.00","417.00","417.00","417.00","0.52K","-0.24%"
"01/06/2023","418.00","418.00","418.00","418.00","0.25K","-0.59%"
"01/05/2023","420.50","420.50","420.50","420.50","2.63K","1.69%"
"01/04/2023","413.50","413.50","413.50","413.50","0.75K","0.49%"
"01/03/2023","411.50","411.50","411.50","411.50","0.34K","6.49%"
"12/30/2022","386.41","386.41","386.41","386.41","","-0.41%"
"12/29/2022","388.00","388.00","388.00","388.00","0.01K","0.52%"
"12/28/2022","386.00","386.00","386.00","386.00","0.02K","0.13%"
"12/23/2022","385.50","385.50","385.50","385.50","0.01K","0.39%"
"12/22/2022","384.00","384.00","384.00","384.00","0.03K","-0.26%"
"12/21/2022","385.00","385.00","385.00","385.00","0.00K","1.05%"
"12/20/2022","381.00","381.00","381.00","381.00","0.08K","-1.17%"
"12/19/2022","385.50","385.50","385.50","385.50","","-0.39%"
"12/16/2022","387.00","387.00","387.00","387.00","","0.39%"
"12/15/2022","385.50","385.50","385.50","385.50","0.01K","-1.03%"
"12/14/2022","389.50","389.50","389.50","389.50","0.01K","-0.38%"
"12/13/2022","391.00","391.00","391.00","391.00","0.01K","-0.13%"
"12/12/2022","391.50","391.50","391.50","391.50","","-0.63%"
"12/09/2022","394.00","394.00","394.00","394.00","0.26K","2.47%"
"12/08/2022","384.50","384.50","384.50","384.50","0.30K","0.52%"
"12/07/2022","382.50","382.50","382.50","382.50","","-0.65%"
"12/06/2022","385.00","385.00","385.00","385.00","0.01K","-0.26%"
"12/05/2022","386.00","386.00","386.00","386.00","0.54K","-0.39%"
"12/02/2022","387.50","387.50","387.50","387.50","0.92K","1.71%"
"12/01/2022","381.00","381.00","381.00","381.00","1.67K","9.31%"
"11/30/2022","348.56","348.56","348.56","348.56","","0.02%"
"11/29/2022","348.50","348.50","348.50","348.50","0.02K","0.00%"
"11/28/2022","348.50","348.50","348.50","348.50","0.02K","0.43%"
"11/25/2022","347.00","347.00","347.00","347.00","0.01K","0.43%"
"11/24/2022","345.50","345.50","345.50","345.50","0.01K","-0.14%"
"11/23/2022","346.00","346.00","346.00","346.00","","-0.29%"
"11/22/2022","347.00","347.00","347.00","347.00","0.01K","1.02%"
"11/21/2022","343.50","343.50","343.50","343.50","0.05K","0.15%"
"11/18/2022","343.00","343.00","343.00","343.00","0.01K","1.03%"
"11/17/2022","339.50","339.50","339.50","339.50","0.05K","0.00%"
"11/16/2022","339.50","339.50","339.50","339.50","","-0.59%"
"11/15/2022","341.50","341.50","341.50","341.50","0.05K","-0.15%"
"11/14/2022","342.00","342.00","342.00","342.00","0.14K","0.00%"
"11/11/2022","342.00","342.00","342.00","342.00","0.30K","0.29%"
"11/10/2022","341.00","341.00","341.00","341.00","0.09K","0.29%"
"11/09/2022","340.00","340.00","340.00","340.00","0.34K","-0.29%"
"11/08/2022","341.00","341.00","341.00","341.00","0.27K","0.00%"
"11/07/2022","341.00","341.00","341.00","341.00","0.66K","-2.29%"
"11/04/2022","349.00","349.00","349.00","349.00","0.01K","-0.43%"
"11/03/2022","350.50","350.50","350.50","350.50","0.30K","1.30%"
"11/02/2022","346.00","346.00","346.00","346.00","0.09K","-2.67%"
"11/01/2022","355.50","355.50","355.50","355.50","0.40K","-2.83%"
"10/31/2022","365.85","365.85","365.85","365.85","","-0.04%"
"10/28/2022","366.00","366.00","366.00","366.00","","0.41%"
"10/27/2022","364.50","364.50","364.50","364.50","","0.28%"
"10/26/2022","363.50","363.50","363.50","363.50","","-0.27%"
"10/25/2022","364.50","364.50","364.50","364.50","","-0.55%"
"10/24/2022","366.50","366.50","366.50","366.50","","0.55%"
"10/21/2022","364.50","364.50","364.50","364.50","","-0.14%"
"10/20/2022","365.00","365.00","365.00","365.00","","-0.14%"
"10/19/2022","365.50","365.50","365.50","365.50","","0.55%"
"10/18/2022","363.50","363.50","363.50","363.50","0.15K","-0.14%"
"10/17/2022","364.00","364.00","364.00","364.00","0.60K","-0.27%"
"10/14/2022","365.00","365.00","365.00","365.00","0.02K","0.55%"
"10/13/2022","363.00","363.00","363.00","363.00","0.10K","-0.55%"
"10/12/2022","365.00","365.00","365.00","365.00","0.07K","0.41%"
"10/11/2022","363.50","363.50","363.50","363.50","0.13K","-1.62%"
"10/10/2022","369.50","369.50","369.50","369.50","0.02K","0.27%"
"10/07/2022","368.50","368.50","368.50","368.50","0.95K","0.82%"
"10/06/2022","365.50","365.50","365.50","365.50","","0.14%"
"10/05/2022","365.00","365.00","365.00","365.00","1.10K","-0.14%"
"10/04/2022","365.50","365.50","365.50","365.50","0.16K","0.27%"
"10/03/2022","364.50","364.50","364.50","364.50","0.60K","0.10%"
"09/30/2022","364.15","364.15","364.15","364.15","","0.04%"
"09/29/2022","364.00","364.00","364.00","364.00","","-0.41%"
"09/28/2022","365.50","365.50","365.50","365.50","0.01K","0.69%"
"09/27/2022","363.00","363.00","363.00","363.00","","0.00%"
"09/26/2022","363.00","363.00","363.00","363.00","0.00K","-0.14%"
"09/23/2022","363.50","363.50","363.50","363.50","0.60K","0.83%"
"09/22/2022","360.50","360.50","360.50","360.50","","0.14%"
"09/21/2022","360.00","360.00","360.00","360.00","0.04K","1.12%"
"09/20/2022","356.00","356.00","356.00","356.00","","-1.11%"
"09/19/2022","360.00","360.00","360.00","360.00","","1.12%"
"09/16/2022","356.00","356.00","356.00","356.00","","0.28%"
"09/15/2022","355.00","355.00","355.00","355.00","0.21K","0.00%"
"09/14/2022","355.00","355.00","355.00","355.00","0.22K","-0.84%"
"09/13/2022","358.00","358.00","358.00","358.00","0.45K","0.85%"
"09/12/2022","355.00","355.00","355.00","355.00","0.04K","-1.39%"
"09/09/2022","360.00","360.00","360.00","360.00","0.48K","-3.49%"
"09/07/2022","373.00","373.00","373.00","373.00","0.17K","1.36%"
"09/06/2022","368.00","368.00","368.00","368.00","0.84K","0.82%"
"09/05/2022","365.00","365.00","365.00","365.00","0.15K","-3.31%"
"09/02/2022","377.50","377.50","377.50","377.50","0.30K","-0.66%"
"09/01/2022","380.00","380.00","380.00","380.00","0.70K","-2.36%"
"08/31/2022","389.20","389.20","389.20","389.20","","-0.21%"
"08/30/2022","390.00","390.00","390.00","390.00","0.02K","0.00%"
"08/26/2022","390.00","390.00","390.00","390.00","","-0.26%"
"08/25/2022","391.00","391.00","391.00","391.00","","0.26%"
"08/24/2022","390.00","390.00","390.00","390.00","","0.65%"
"08/23/2022","387.50","387.50","387.50","387.50","0.00K","0.13%"
"08/22/2022","387.00","387.00","387.00","387.00","0.15K","0.78%"
"08/19/2022","384.00","384.00","384.00","384.00","0.00K","-0.39%"
"08/18/2022","385.50","385.50","385.50","385.50","0.00K","1.45%"
"08/17/2022","380.00","380.00","380.00","380.00","0.01K","-2.06%"
"08/16/2022","388.00","388.00","388.00","388.00","0.35K","0.78%"
"08/15/2022","385.00","385.00","385.00","385.00","0.11K","-0.77%"
"08/12/2022","388.00","388.00","388.00","388.00","0.01K","-1.65%"
"08/11/2022","394.50","394.50","394.50","394.50","0.01K","-1.25%"
"08/10/2022","399.50","399.50","399.50","399.50","0.15K","1.14%"
"08/09/2022","395.00","395.00","395.00","395.00","0.14K","-0.75%"
"08/08/2022","398.00","398.00","398.00","398.00","0.11K","4.74%"
"08/05/2022","380.00","380.00","380.00","380.00","0.06K","2.98%"
"08/04/2022","369.00","369.00","369.00","369.00","","1.10%"
"08/03/2022","365.00","365.00","365.00","365.00","0.01K","0.27%"
"08/02/2022","364.00","364.00","364.00","364.00","1.86K","0.55%"
"08/01/2022","362.00","362.00","362.00","362.00","0.67K","-6.42%"
"07/29/2022","386.85","386.85","386.85","386.85","","-0.17%"
"07/28/2022","387.50","387.50","387.50","387.50","0.00K","-0.64%"
"07/27/2022","390.00","390.00","390.00","390.00","0.00K","0.78%"
"07/26/2022","387.00","387.00","387.00","387.00","0.03K","-1.02%"
"07/25/2022","391.00","391.00","391.00","391.00","","-0.26%"
"07/22/2022","392.00","392.00","392.00","392.00","","0.26%"
"07/21/2022","391.00","391.00","391.00","391.00","","-0.26%"
"07/20/2022","392.00","392.00","392.00","392.00","","-0.76%"
"07/19/2022","395.00","395.00","395.00","395.00","0.01K","-1.25%"
"07/18/2022","400.00","400.00","400.00","400.00","0.02K","3.90%"
"07/15/2022","385.00","385.00","385.00","385.00","0.02K","-1.03%"
"07/14/2022","389.00","389.00","389.00","389.00","0.07K","-0.26%"
"07/13/2022","390.00","390.00","390.00","390.00","0.18K","-2.01%"
"07/12/2022","398.00","398.00","398.00","398.00","","0.00%"
"07/11/2022","398.00","398.00","398.00","398.00","0.17K","-1.85%"
"07/08/2022","405.50","405.50","405.50","405.50","0.18K","0.12%"
"07/07/2022","405.00","405.00","405.00","405.00","0.30K","0.00%"
"07/06/2022","405.00","405.00","405.00","405.00","3.10K","5.19%"
"07/05/2022","385.00","385.00","385.00","385.00","0.92K","1.32%"
"07/04/2022","380.00","380.00","380.00","380.00","3.18K","-3.31%"
"07/01/2022","393.00","393.00","393.00","393.00","1.02K","5.10%"
"06/30/2022","373.94","373.94","373.94","373.94","","-0.02%"
"06/29/2022","374.00","374.00","374.00","374.00","0.07K","-0.13%"
"06/28/2022","374.50","374.50","374.50","374.50","","-0.13%"
"06/27/2022","375.00","375.00","375.00","375.00","0.02K","0.67%"
"06/24/2022","372.50","372.50","372.50","372.50","","0.68%"
"06/23/2022","370.00","370.00","370.00","370.00","0.23K","0.54%"
"06/22/2022","368.00","368.00","368.00","368.00","0.01K","-2.39%"
"06/21/2022","377.00","377.00","377.00","377.00","0.11K","0.53%"
"06/20/2022","375.00","375.00","375.00","375.00","0.18K","-2.09%"
"06/17/2022","383.00","383.00","383.00","383.00","0.38K","-0.91%"
"06/16/2022","386.50","386.50","386.50","386.50","","-0.90%"
"06/15/2022","390.00","390.00","390.00","390.00","0.50K","-0.51%"
"06/14/2022","392.00","392.00","392.00","392.00","3.74K","1.82%"
"06/13/2022","385.00","385.00","385.00","385.00","0.11K","-2.53%"
"06/10/2022","395.00","395.00","395.00","395.00","0.11K","-5.16%"
"06/09/2022","416.50","416.50","416.50","416.50","0.02K","-3.48%"
"06/08/2022","431.50","431.50","431.50","431.50","","0.35%"
"06/07/2022","430.00","430.00","430.00","430.00","0.22K","-0.58%"
"06/06/2022","432.50","432.50","432.50","432.50","","-1.70%"
"06/01/2022","440.00","440.00","440.00","440.00","0.32K","-9.03%"
"05/31/2022","483.67","483.67","483.67","483.67","","-0.07%"
"05/30/2022","484.00","484.00","484.00","484.00","","-0.10%"
"05/27/2022","484.50","484.50","484.50","484.50","0.11K","-0.31%"
"05/26/2022","486.00","486.00","486.00","486.00","","0.00%"
"05/25/2022","486.00","486.00","486.00","486.00","0.40K","0.00%"
"05/24/2022","486.00","486.00","486.00","486.00","","-0.21%"
"05/23/2022","487.00","487.00","487.00","487.00","","1.14%"
"05/20/2022","481.50","481.50","481.50","481.50","","-0.72%"
"05/19/2022","485.00","485.00","485.00","485.00","","2.00%"
"05/18/2022","475.50","475.50","475.50","475.50","","-1.45%"
"05/17/2022","482.50","482.50","482.50","482.50","","-0.31%"
"05/16/2022","484.00","484.00","484.00","484.00","0.00K","1.04%"
"05/13/2022","479.00","479.00","479.00","479.00","0.30K","-0.62%"
"05/12/2022","482.00","482.00","482.00","482.00","0.40K","-2.03%"
"05/11/2022","492.00","492.00","492.00","492.00","","0.41%"
"05/10/2022","490.00","490.00","490.00","490.00","2.14K","-4.85%"
"05/09/2022","515.00","515.00","515.00","515.00","0.01K","-2.65%"
"05/06/2022","529.00","529.00","529.00","529.00","0.15K","-1.03%"
"05/05/2022","534.50","534.50","534.50","534.50","0.86K","0.19%"
"05/04/2022","533.50","533.50","533.50","533.50","0.22K","3.39%"
"05/03/2022","516.00","516.00","516.00","516.00","0.48K","-16.73%"
"04/29/2022","619.64","619.64","619.64","619.64","","-0.22%"
"04/28/2022","621.00","621.00","621.00","621.00","0.08K","0.16%"
"04/27/2022","620.00","620.00","620.00","620.00","0.05K","0.16%"
"04/26/2022","619.00","619.00","619.00","619.00","0.34K","0.16%"
"04/25/2022","618.00","618.00","618.00","618.00","0.02K","-1.28%"
"04/22/2022","626.00","626.00","626.00","626.00","0.16K","-0.48%"
"04/21/2022","629.00","629.00","629.00","629.00","0.01K","0.00%"
"04/20/2022","629.00","629.00","629.00","629.00","0.01K","-1.26%"
"04/19/2022","637.00","637.00","637.00","637.00","0.16K","0.31%"
"04/14/2022","635.00","635.00","635.00","635.00","0.01K","-0.16%"
"04/13/2022","636.00","636.00","636.00","636.00","0.18K","-0.63%"
"04/12/2022","640.00","640.00","640.00","640.00","0.18K","0.79%"
"04/11/2022","635.00","635.00","635.00","635.00","0.07K","0.00%"
"04/08/2022","635.00","635.00","635.00","635.00","0.10K","0.00%"
"04/07/2022","635.00","635.00","635.00","635.00","0.46K","-0.78%"
"04/06/2022","640.00","640.00","640.00","640.00","","0.00%"
"04/05/2022","640.00","640.00","640.00","640.00","","0.00%"
"04/04/2022","640.00","640.00","640.00","640.00","0.02K","0.31%"
"04/01/2022","638.00","638.00","638.00","638.00","","-0.45%"
"03/31/2022","640.88","640.88","640.88","640.88","","-0.02%"
"03/30/2022","641.00","641.00","641.00","641.00","0.08K","-0.08%"
"03/29/2022","641.50","641.50","641.50","641.50","0.04K","-0.39%"
"03/28/2022","644.00","644.00","644.00","644.00","","0.16%"
"03/25/2022","643.00","643.00","643.00","643.00","","-0.16%"
"03/24/2022","644.00","644.00","644.00","644.00","0.01K","0.00%"
